Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth,SBP_Ground_Truth,DBP_Ground_Truth,Body_Temperature_Ground_Truth,Respiratory_Rate_Ground_Truth,HR_Ground_Truth
0.0,82997,94996,105,3,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0025,82989,95004,97,140,28.81,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.005,82953,94939,88,576,28.78,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0075,82943,94952,96,1219,28.8,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.01,82885,94916,99,1955,28.78,34.44,97.0,120.0,78.0,38.2,21.0,96.0
0.0125,82874,94853,85,2626,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.015,82882,94799,84,3178,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0175,82819,94773,80,3479,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.02,82792,94749,88,3476,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0225,82802,94741,68,3164,28.8,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.025,82736,94705,72,2642,28.8,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.0275,82743,94678,65,1905,28.8,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.03,82716,94679,64,1204,28.79,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.0325,82701,94601,65,577,28.78,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.035,82684,94640,60,153,28.82,34.44,97.0,120.0,78.0,38.2,21.0,96.0
0.0375,82640,94595,55,-9,28.79,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.04,82628,94596,54,8,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0425,82603,94523,45,0,28.81,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.045,82596,94521,53,43,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0475,82537,94466,43,17,28.81,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.05,82543,94446,31,0,28.83,34.45,97.0,120.0,78.0,38.2,21.0,96.0
0.0525,82522,94394,38,28,28.81,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.055,82484,94369,37,6,28.81,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.0575,82452,94352,43,0,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.06,82443,94337,32,3,28.81,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.0625,82420,94269,33,4,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.065,82434,94252,24,29,28.8,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.0675,82388,94246,20,4,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.07,82365,94233,25,26,28.81,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.0725,82351,94179,12,26,28.82,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.075,82300,94152,18,-7,28.82,34.44,97.0,120.0,78.0,38.2,21.0,96.0
0.0775,82266,94115,8,29,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.08,82288,94107,0,20,28.8,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.0825,82246,94036,8,19,28.81,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.085,82235,94007,5,9,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.0875,82218,94018,3,33,28.8,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.09,82190,93995,-5,7,28.81,34.44,97.0,120.0,78.0,38.2,21.0,96.0
0.0925,82140,93959,3,1,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.095,82178,93932,1,6,28.79,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.0975,82124,93931,-4,29,28.79,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.1,82118,93863,-19,37,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.1025,82099,93874,-6,17,28.81,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.105,82052,93815,-15,22,28.82,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.1075,82068,93823,-17,23,28.8,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.11,81992,93753,-17,27,28.77,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.1125,81995,93751,-22,23,28.81,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.115,81938,93704,-31,19,28.81,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.1175,81951,93694,-17,24,28.78,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.12,81926,93665,-23,25,28.8,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.1225,81925,93648,-31,30,28.81,34.45,97.0,120.0,78.0,38.2,21.0,96.0
0.125,81883,93604,-39,29,28.79,34.43,97.0,120.0,78.0,38.2,21.0,96.0
0.1275,81879,93583,-33,24,28.8,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.13,81892,93545,-40,28,28.78,34.41,97.0,120.0,78.0,38.2,21.0,96.0
0.1325,81812,93532,-40,22,28.81,34.42,97.0,120.0,78.0,38.2,21.0,96.0
0.135,81827,93479,-43,33,28.79,34.44,97.0,120.0,78.0,38.2,21.0,96.0
