Time (s),PPG_Red,PPG_IR,PPG_Green,ECG,Temp_Ambient,Temp_Object,SpO2_Ground_Truth,SBP_Ground_Truth,DBP_Ground_Truth,Body_Temperature_Ground_Truth,Respiratory_Rate_Ground_Truth,HR_Ground_Truth
0.0000,60197,102645,93,86,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0025,60191,102639,87,20,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0050,60189,102626,88,34,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0075,60192,102640,95,3017,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0100,60186,102640,79,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0125,60192,102635,68,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0150,60191,102646,103,1816,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0175,60202,102633,85,288,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0200,60206,102641,81,88,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0225,60207,102651,81,21,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0250,60207,102648,80,52,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0275,60196,102639,90,3084,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0300,60197,102643,96,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0325,60202,102633,106,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0350,60198,102641,92,1851,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0375,60189,102630,92,158,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0400,60198,102621,96,51,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0425,60185,102646,92,13,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0450,60167,102663,80,580,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0475,60198,102635,77,4056,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0500,60230,102643,77,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0525,60208,102646,57,3112,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0550,60198,102643,72,962,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0575,60208,102605,96,150,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0600,60185,102648,85,49,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0625,60175,102669,74,14,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0650,60203,102642,65,631,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0675,60218,102645,79,3178,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0700,60215,102645,93,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0725,60199,102641,78,4095,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0750,60212,102611,80,1010,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0775,60213,102597,97,296,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0800,60192,102647,80,52,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0825,60191,102639,87,20,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0850,60211,102642,95,516,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0875,60198,102615,97,2958,26.41,28.25,97.0,111.0,74.0,36.4,26.0,67.0
0.0900,60195,102631,109,4095,26.45,28.23,97.0,111.0,74.0,36.4,26.0,67.0
0.0925,60191,102623,96,4095,26.45,28.23,97.0,111.0,74.0,36.4,26.0,67.0
0.0950,60185,102614,103,1049,26.45,28.23,97.0,111.0,74.0,36.4,26.0,67.0
0.0975,60199,102612,84,307,26.45,28.23,97.0,111.0,74.0,36.4,26.0,67.0
0.1000,60208,102620,94,51,26.45,28.23,97.0,111.0,74.0,36.4,26.0,67.0
